siteID,plotID,individualID,year,AGBJenkins,AGBChojnacky,AGBAnnighofer,growth_AGBJenkins,growth_cumu_AGBJenkins,growth_AGBChojnacky,growth_cumu_AGBChojnacky,growth_AGBAnnighofer,growth_cumu_AGBAnnighofer,stemDiameter,height,plantStatus,corrected_is_dead,scientificName,taxonID,genus,family,taxonRank,pointID,stemDistance,stemAzimuth
SJER,SJER_055,NEON.PLA.D17.SJER.00017,2015,2765.2627600508,2306.79762100114,0.0,,-1528.7336569975298,,-1738.592605981983,,0.0,44.6,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,21,4.0,45.3
SJER,SJER_055,NEON.PLA.D17.SJER.00017,2016,1236.52910305327,568.205015019157,0.0,-1528.7336569975298,-1528.7336569975298,-1738.592605981983,-1738.592605981983,0.0,0.0,42.6,6.5,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,21,4.0,45.3
SJER,SJER_064,NEON.PLA.D17.SJER.00029,2015,1965.564031446344,0.0,0.0,,-1670.117510357657,,0.0,,0.0,48.0,,Live,False,Pinus sabiniana Douglas ex Douglas,PISA2,Pinus,Pinaceae,species,23,8.2,281.6
SJER,SJER_064,NEON.PLA.D17.SJER.00029,2016,295.446521088687,0.0,0.0,-1670.117510357657,-1670.117510357657,0.0,0.0,0.0,0.0,29.3,13.0,Live,False,Pinus sabiniana Douglas ex Douglas,PISA2,Pinus,Pinaceae,species,23,8.2,281.6
SJER,SJER_064,NEON.PLA.D17.SJER.00029A,2016,210.662676192482,0.0,0.0,,,,,,,25.5,,Live,False,Pinus sabiniana Douglas ex Douglas,PISA2,Pinus,Pinaceae,species,,,
SJER,SJER_064,NEON.PLA.D17.SJER.00036,2015,0.0,0.0,0.0,,0.0,,0.0,,0.0,29.5,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,39,7.4,98.9
SJER,SJER_064,NEON.PLA.D17.SJER.00036,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,6.9,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,39,7.4,98.9
SJER,SJER_064,NEON.PLA.D17.SJER.00036A,2016,0.0,0.0,0.0,,,,,,,12.5,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_064,NEON.PLA.D17.SJER.00036B,2016,0.0,0.0,0.0,,,,,,,23.1,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_064,NEON.PLA.D17.SJER.00036C,2016,0.0,0.0,0.0,,,,,,,20.5,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_064,NEON.PLA.D17.SJER.00036D,2016,0.0,0.0,0.0,,,,,,,25.5,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_064,NEON.PLA.D17.SJER.00036E,2016,0.0,0.0,0.0,,,,,,,14.7,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_049,NEON.PLA.D17.SJER.00037,2015,0.0,0.0,0.0,,0.0,,0.0,,0.0,20.2,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,8.9,286.4
SJER,SJER_049,NEON.PLA.D17.SJER.00037,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,6.8,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,8.9,286.4
SJER,SJER_049,NEON.PLA.D17.SJER.00037,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,6.0,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,8.9,286.4
SJER,SJER_049,NEON.PLA.D17.SJER.00037,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,6.1,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,8.9,286.4
SJER,SJER_049,NEON.PLA.D17.SJER.00037,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,5.8,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,8.9,286.4
SJER,SJER_049,NEON.PLA.D17.SJER.00037A,2016,0.0,0.0,0.0,,,,,,,16.5,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_049,NEON.PLA.D17.SJER.00037B,2016,0.0,0.0,0.0,,,,,,,13.4,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_049,NEON.PLA.D17.SJER.00038,2015,0.0,0.0,0.0,,0.0,,0.0,,0.0,11.3,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_049,NEON.PLA.D17.SJER.00038,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,2.0,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_049,NEON.PLA.D17.SJER.00039,2015,0.0,0.0,0.0,,0.0,,0.0,,0.0,14.3,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,10.0,280.0
SJER,SJER_049,NEON.PLA.D17.SJER.00039,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2.8,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,23,10.0,280.0
SJER,SJER_049,NEON.PLA.D17.SJER.00039A,2016,0.0,0.0,0.0,,,,,,,12.3,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_049,NEON.PLA.D17.SJER.00039B,2016,0.0,0.0,0.0,,,,,,,11.1,,Standing dead,True,Quercus wislizeni A. DC.,QUWI2,Quercus,Fagaceae,species,,,
SJER,SJER_057,NEON.PLA.D17.SJER.00040,2015,2173.5969243902,995.41899534003,0.0,,-1093.335072997,,-500.78146136795203,,0.0,40.4,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,5.3,164.4
SJER,SJER_057,NEON.PLA.D17.SJER.00040,2016,1080.2618513932,494.637533972078,0.0,-1093.335072997,-1093.335072997,-500.78146136795203,-500.78146136795203,0.0,0.0,40.3,7.9,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,5.3,164.4
SJER,SJER_057,NEON.PLA.D17.SJER.00041,2015,299.654179807212,130.2631091186502,0.0,,-153.86945504297202,,-66.9343736750396,,0.0,17.9,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,5.8,140.4
SJER,SJER_057,NEON.PLA.D17.SJER.00041,2016,145.78472476424,63.3287354436106,0.0,-153.86945504297202,-153.86945504297202,-66.9343736750396,-66.9343736750396,0.0,0.0,17.7,7.9,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,5.8,140.4
SJER,SJER_057,NEON.PLA.D17.SJER.00042,2015,78.6417469452434,33.004978907428,0.0,,-38.53816167137,,-16.1652704508141,,0.0,12.3,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,7.0,130.8
SJER,SJER_057,NEON.PLA.D17.SJER.00042,2016,40.1035852738734,16.8397084566139,0.0,-38.53816167137,-38.53816167137,-16.1652704508141,-16.1652704508141,0.0,0.0,12.4,4.4,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,7.0,130.8
SJER,SJER_057,NEON.PLA.D17.SJER.00043,2015,682.356392929094,303.11601917267,0.0,,-337.859989145655,,-150.045049624266,,0.0,25.1,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,8.4,121.5
SJER,SJER_057,NEON.PLA.D17.SJER.00043,2016,344.496403783439,153.070969548404,0.0,-337.859989145655,-337.859989145655,-150.045049624266,-150.045049624266,0.0,0.0,25.2,9.8,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,57,8.4,121.5
SJER,SJER_057,NEON.PLA.D17.SJER.00044,2015,814.98791082532,363.728183193462,0.0,,-814.98791082532,,-363.728183193462,,0.0,27.0,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,7.0,236.4
SJER,SJER_057,NEON.PLA.D17.SJER.00044,2016,0.0,0.0,0.0,-814.98791082532,-814.98791082532,-363.728183193462,-363.728183193462,0.0,0.0,27.0,7.8,Standing dead,True,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,7.0,236.4
SJER,SJER_057,NEON.PLA.D17.SJER.00045,2015,69.62803752952,29.1286548780806,0.0,,-31.8453990459937,,-13.2883722338744,,0.0,11.7,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,6.4,240.6
SJER,SJER_057,NEON.PLA.D17.SJER.00045,2016,37.7826384835263,15.8402826442062,0.0,-31.8453990459937,-31.8453990459937,-13.2883722338744,-13.2883722338744,0.0,0.0,12.1,3.9,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,6.4,240.6
SJER,SJER_057,NEON.PLA.D17.SJER.00046,2015,411.933626733228,180.576853779271,0.0,,-188.33771994857898,,-82.34859812766271,,0.0,20.4,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,8.8,222.0
SJER,SJER_057,NEON.PLA.D17.SJER.00046,2016,223.595906784649,98.2282556516083,0.0,-188.33771994857898,-188.33771994857898,-82.34859812766271,-82.34859812766271,0.0,0.0,21.1,6.7,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,8.8,222.0
SJER,SJER_057,NEON.PLA.D17.SJER.00047,2015,211.072139160152,90.9139748717434,0.0,,-138.36531739825512,,-59.90266064959991,,0.0,15.5,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,5.2,341.1
SJER,SJER_057,NEON.PLA.D17.SJER.00047,2016,72.7068217618969,31.0113142221435,0.0,-138.36531739825512,-138.36531739825512,-59.90266064959991,-59.90266064959991,0.0,0.0,13.3,5.6,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,5.2,341.1
SJER,SJER_057,NEON.PLA.D17.SJER.00048,2015,72.5608803998548,30.388546573432,0.0,,-35.533829462684494,,-14.8732849443418,,0.0,11.9,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,6.4,345.2
SJER,SJER_057,NEON.PLA.D17.SJER.00048,2016,37.0270509371703,15.5152616290902,0.0,-35.533829462684494,-35.533829462684494,-14.8732849443418,-14.8732849443418,0.0,0.0,12.0,4.1,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,6.4,345.2
SJER,SJER_057,NEON.PLA.D17.SJER.00049,2015,489.59227452304,215.596390376314,0.0,,-236.55301577985998,,-104.07119241243,,0.0,21.9,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,9.4,334.2
SJER,SJER_057,NEON.PLA.D17.SJER.00049,2016,253.03925874318,111.525197963884,0.0,-236.55301577985998,-236.55301577985998,-104.07119241243,-104.07119241243,0.0,0.0,22.2,6.9,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,9.4,334.2
SJER,SJER_057,NEON.PLA.D17.SJER.00050,2015,182.4707316711012,78.2943282001964,0.0,,-88.16315966261268,,-37.79369441530201,,0.0,14.6,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,7.9,322.3
SJER,SJER_057,NEON.PLA.D17.SJER.00050,2016,94.3075720084885,40.5006337848944,0.0,-88.16315966261268,-88.16315966261268,-37.79369441530201,-37.79369441530201,0.0,0.0,14.8,4.6,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,7.9,322.3
SJER,SJER_057,NEON.PLA.D17.SJER.00051,2015,1279.829066271676,578.004221187558,0.0,,-1021.2048292159241,,-463.952038398376,,0.0,32.5,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,3.5,293.0
SJER,SJER_057,NEON.PLA.D17.SJER.00051,2016,258.624237055752,114.052182789182,0.0,-1021.2048292159241,-1021.2048292159241,-463.952038398376,-463.952038398376,0.0,0.0,22.4,6.3,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,41,3.5,293.0
SJER,SJER_057,NEON.PLA.D17.SJER.00051A,2016,221.025154853372,97.0693774140928,0.0,,,,,,,21.0,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
SJER,SJER_053,NEON.PLA.D17.SJER.00060,2015,2057.60564209684,940.942016926878,0.0,,,,,,,39.5,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.8,297.5
SJER,SJER_053,NEON.PLA.D17.SJER.00061,2015,1813.144445390046,826.397340249162,0.0,,-1153.88896151902,,-528.427166429044,,0.0,37.5,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.5,46.0
SJER,SJER_053,NEON.PLA.D17.SJER.00061,2016,659.255483871026,297.970173820118,0.0,-1153.88896151902,-1153.88896151902,-528.427166429044,-528.427166429044,0.0,0.0,32.9,7.8,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.5,46.0
SJER,SJER_053,NEON.PLA.D17.SJER.00062,2015,364.4957450476,159.2686428582342,0.0,,-189.032192212494,,-82.67520552094439,,0.0,19.4,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,9.4,52.7
SJER,SJER_053,NEON.PLA.D17.SJER.00062,2016,175.463552835106,76.5934373372898,0.0,-189.032192212494,-189.032192212494,-82.67520552094439,-82.67520552094439,0.0,0.0,19.1,7.8,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,9.4,52.7
SJER,SJER_053,NEON.PLA.D17.SJER.00063,2015,0.0,0.0,0.0,,,,,,,19.9,,Standing dead,True,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,11.9,71.9
SJER,SJER_053,NEON.PLA.D17.SJER.00064,2015,412.25799904796,182.7963389375916,0.0,,-203.824871657608,,-91.3981694687958,,0.0,33.0,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,25,2.8,277.5
SJER,SJER_053,NEON.PLA.D17.SJER.00064,2016,208.433127390352,91.3981694687958,0.0,-203.824871657608,-203.824871657608,-91.3981694687958,-91.3981694687958,0.0,0.0,20.5,7.5,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,25,2.8,277.5
SJER,SJER_053,NEON.PLA.D17.SJER.00064A,2016,132.146072699293,57.256065024814,0.0,,,,,,,17.0,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
SJER,SJER_053,NEON.PLA.D17.SJER.00065,2015,2616.7576598117,1204.229176369062,0.0,,-1942.7732984131067,,-899.4248249470731,,0.0,43.6,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,25,5.0,345.4
SJER,SJER_053,NEON.PLA.D17.SJER.00065,2016,673.984361398593,304.804351421989,0.0,-1942.7732984131067,-1942.7732984131067,-899.4248249470731,-899.4248249470731,0.0,0.0,33.2,8.2,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,25,5.0,345.4
SJER,SJER_053,NEON.PLA.D17.SJER.00065A,2016,244.79613726152,107.798195188157,0.0,,,,,,,21.9,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
SJER,SJER_053,NEON.PLA.D17.SJER.00066,2015,279.68583532528,121.3623925995378,0.0,,-141.791215918187,,-61.548677625249,,0.0,17.4,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,8.9,199.5
SJER,SJER_053,NEON.PLA.D17.SJER.00066,2016,137.894619407093,59.8137149742888,0.0,-141.791215918187,-141.791215918187,-61.548677625249,-61.548677625249,0.0,0.0,17.3,7.0,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,8.9,199.5
SJER,SJER_053,NEON.PLA.D17.SJER.00066A,2016,36.2804401999274,15.194273286716,0.0,,,,,,,11.9,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
SJER,SJER_053,NEON.PLA.D17.SJER.00067,2015,431.872212809038,189.5526328658348,0.0,,-220.95545630358598,,-97.0365807775401,,0.0,20.8,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,5.6,207.2
SJER,SJER_053,NEON.PLA.D17.SJER.00067,2016,210.916756505452,92.5160520882947,0.0,-220.95545630358598,-220.95545630358598,-97.0365807775401,-97.0365807775401,0.0,0.0,20.6,6.1,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,5.6,207.2
SJER,SJER_053,NEON.PLA.D17.SJER.00068,2015,0.0,0.0,0.0,,0.0,,0.0,,0.0,31.4,,Standing dead,True,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,5.2,233.7
SJER,SJER_053,NEON.PLA.D17.SJER.00068,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,,"Dead, broken bole",True,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,5.2,233.7
SJER,SJER_053,NEON.PLA.D17.SJER.00068A,2016,0.0,0.0,0.0,,,,,,,18.0,,"Dead, broken bole",True,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
SJER,SJER_053,NEON.PLA.D17.SJER.00069,2016,239.389876346729,105.355620472008,0.0,,,,,,,21.7,6.5,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,10.9,239.9
SJER,SJER_053,NEON.PLA.D17.SJER.00070,2015,2705.2809852875,1246.057004933414,0.0,,-104.22595489283688,,-47.70261385647979,,0.0,44.2,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,16.6,252.5
SJER,SJER_053,NEON.PLA.D17.SJER.00070,2016,1367.5874984717,630.095151778756,0.0,-1337.6934868157998,-104.22595489283688,-615.961853154658,-47.70261385647979,0.0,0.0,44.4,10.2,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,16.6,252.5
SJER,SJER_053,NEON.PLA.D17.SJER.00070,2021,1514.44234593512,699.630016321525,0.0,29.370969492684026,-104.22595489283688,13.906972908553803,-47.70261385647979,0.0,0.0,46.3,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,16.6,252.5
SJER,SJER_053,NEON.PLA.D17.SJER.00070,2022,1498.56742823221,692.104469491507,0.0,-15.874917702910125,-104.22595489283688,-7.5255468300180155,-47.70261385647979,0.0,0.0,46.1,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,16.6,252.5
SJER,SJER_063,NEON.PLA.D17.SJER.00071,2015,2293.35405534552,1912.12896754098,0.0,,-101.43802852889365,,-127.82102869379284,,0.0,41.3,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.6,24.3
SJER,SJER_063,NEON.PLA.D17.SJER.00071,2016,1153.44721993784,529.059179701582,0.0,-1139.90683540768,-101.43802852889365,-1383.069787839398,-127.82102869379284,0.0,0.0,41.4,10.6,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.6,24.3
SJER,SJER_063,NEON.PLA.D17.SJER.00071,2021,1180.76317831735,541.921759262766,0.0,5.4631916759019985,-101.43802852889365,2.572515912236804,-127.82102869379284,0.0,0.0,41.8,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.6,24.3
SJER,SJER_063,NEON.PLA.D17.SJER.00071,2022,1201.49778348328,551.69053594861,0.0,20.734605165930134,-101.43802852889365,9.768776685843932,-127.82102869379284,0.0,0.0,42.1,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,6.6,24.3
SJER,SJER_063,NEON.PLA.D17.SJER.00071A,2016,798.794528344378,362.866091583266,0.0,,,,,,,35.6,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
SJER,SJER_063,NEON.PLA.D17.SJER.00072,2015,369.086145210776,161.3275222754776,0.0,,-186.838272686976,,-81.69320084636051,,0.0,19.5,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,10.0,90.9
SJER,SJER_063,NEON.PLA.D17.SJER.00072,2016,182.2478725238,79.6343214291171,0.0,-186.838272686976,-186.838272686976,-81.69320084636051,-81.69320084636051,0.0,0.0,19.4,7.8,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,23,10.0,90.9
SJER,SJER_063,NEON.PLA.D17.SJER.00073,2015,1061.822822039296,477.19822215372,0.0,,-421.9082889034579,,-188.19611155994102,,0.0,30.1,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,6.7,297.0
SJER,SJER_063,NEON.PLA.D17.SJER.00073,2016,639.914533135838,289.002110593779,0.0,-421.9082889034579,-421.9082889034579,-188.19611155994102,-188.19611155994102,0.0,0.0,32.5,8.4,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,6.7,297.0
SJER,SJER_063,NEON.PLA.D17.SJER.00074,2015,709.129576120182,315.32810179909,0.0,,-364.63317233674303,,-162.257132250686,,0.0,25.5,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,11.0,290.0
SJER,SJER_063,NEON.PLA.D17.SJER.00074,2016,344.496403783439,153.070969548404,0.0,-364.63317233674303,-364.63317233674303,-162.257132250686,-162.257132250686,0.0,0.0,25.2,6.7,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,11.0,290.0
SJER,SJER_063,NEON.PLA.D17.SJER.00075,2015,342.049386378248,149.2110123353742,0.0,,-181.830008508301,,-79.4388974078769,,0.0,18.9,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,12.6,307.4
SJER,SJER_063,NEON.PLA.D17.SJER.00075,2016,160.219377869947,69.7721149274973,0.0,-181.830008508301,-181.830008508301,-79.4388974078769,-79.4388974078769,0.0,0.0,18.4,4.8,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,12.6,307.4
SJER,SJER_063,NEON.PLA.D17.SJER.00076,2015,206.12899952398,0.0,0.0,,-206.12899952398,,0.0,,0.0,34.1,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,16.1,304.8
SJER,SJER_063,NEON.PLA.D17.SJER.00076,2016,0.0,0.0,0.0,-206.12899952398,-206.12899952398,0.0,0.0,0.0,0.0,21.6,6.2,Standing dead,True,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,43,16.1,304.8
SJER,SJER_063,NEON.PLA.D17.SJER.00077,2015,452.368384116726,198.7907835286342,0.0,,-218.313776339278,,-95.8442416560752,,0.0,21.2,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,6.7,152.6
SJER,SJER_063,NEON.PLA.D17.SJER.00077,2016,234.054607777448,102.946541872559,0.0,-218.313776339278,-218.313776339278,-95.8442416560752,-95.8442416560752,0.0,0.0,21.5,6.2,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,59,6.7,152.6
SJER,SJER_063,NEON.PLA.D17.SJER.00077A,2016,25.5284535298488,10.5929877301152,0.0,,,,,,,10.3,,Live,False,Quercus douglasii Hook. & Arn.,QUDO,Quercus,Fagaceae,species,,,
