siteID,plotID,individualID,year,AGBJenkins,AGBChojnacky,AGBAnnighofer,growth_AGBJenkins,growth_cumu_AGBJenkins,growth_AGBChojnacky,growth_cumu_AGBChojnacky,growth_AGBAnnighofer,growth_cumu_AGBAnnighofer,stemDiameter,height,plantStatus,corrected_is_dead,scientificName,taxonID,genus,family,taxonRank,pointID,stemDistance,stemAzimuth
TALL,TALL_047,NEON.PLA.D08.TALL.00213,2017,340.616578697725,358.85363273108,0.0,233.866608951637,29.348285013898916,249.65519121751197,31.56882177230982,0.0,0.0,28.4,23.2,Live,False,Liquidambar styraciflua L.,LIST2,Liquidambar,Hamamelidaceae,species,23,14.2,339.5
TALL,TALL_047,NEON.PLA.D08.TALL.00213,2018,343.602958627398,362.080205215518,0.0,2.986379929672978,29.348285013898916,3.226572484438009,31.56882177230982,0.0,0.0,28.5,22.0,Live,False,Liquidambar styraciflua L.,LIST2,Liquidambar,Hamamelidaceae,species,23,14.2,339.5
TALL,TALL_047,NEON.PLA.D08.TALL.00213,2019,355.704596570811,375.162402715317,0.0,12.101637943413039,29.348285013898916,13.082197499799008,31.56882177230982,0.0,0.0,28.9,26.1,Live,False,Liquidambar styraciflua L.,LIST2,Liquidambar,Hamamelidaceae,species,23,14.2,339.5
TALL,TALL_047,NEON.PLA.D08.TALL.00213,2021,413.292800857949,437.565879504924,0.0,28.794102143568978,29.348285013898916,31.2017383948035,31.56882177230982,0.0,0.0,30.7,23.0,Live,False,Liquidambar styraciflua L.,LIST2,Liquidambar,Hamamelidaceae,species,23,14.2,339.5
TALL,TALL_047,NEON.PLA.D08.TALL.00213,2022,426.795774495548,452.231145213906,0.0,13.502973637599041,29.348285013898916,14.66526570898202,31.56882177230982,0.0,0.0,31.1,16.8,Live,False,Liquidambar styraciflua L.,LIST2,Liquidambar,Hamamelidaceae,species,23,14.2,339.5
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2015,45.2605611033702,49.5395094108934,0.0,,4.797694425825601,,5.067597727896895,,0.0,12.6,9.4,"Live,  other damage",False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2016,40.930509624014,44.9276185791962,0.0,-4.3300514793562,4.797694425825601,-4.6118908316972025,5.067597727896895,0.0,0.0,12.1,12.8,Live,False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2017,49.8531893710008,54.4174620085419,0.0,8.922679746986802,4.797694425825601,9.489843429345697,5.067597727896895,0.0,0.0,13.1,10.2,Standing dead,False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2018,57.7599676483321,62.7863276945818,0.0,7.9067782773312985,4.797694425825601,8.368865686039904,5.067597727896895,0.0,0.0,13.9,12.8,"Live, physically damaged",False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2019,59.8460307180024,64.9887149407938,0.0,2.0860630696703026,4.797694425825601,2.202387246211998,5.067597727896895,0.0,0.0,14.1,13.3,"Live, physically damaged",False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2021,70.9478000642637,76.6747788130798,0.0,5.55088467313065,4.797694425825601,5.843031936142999,5.067597727896895,0.0,0.0,15.1,13.1,"Live, physically damaged",False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00214,2022,74.5001925274713,80.4028087665687,0.0,3.552392463207596,4.797694425825601,3.7280299534888997,5.067597727896895,0.0,0.0,15.4,13.4,"Live, physically damaged",False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,7.6,309.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2015,132.830639063306,151.305519651978,0.0,,2.747531156315817,,3.4243713537295353,,0.0,21.1,17.4,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2016,137.476164920193,157.06568209379,0.0,4.645525856887019,2.747531156315817,5.760162441812014,3.4243713537295353,0.0,0.0,21.4,16.4,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2017,140.625587670331,160.980438455676,0.0,3.1494227501379726,2.747531156315817,3.914756361885992,3.4243713537295353,0.0,0.0,21.6,15.6,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2018,143.817133376632,164.955334138395,0.0,3.1915457063010138,2.747531156315817,3.9748956827189943,3.4243713537295353,0.0,0.0,21.8,17.7,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2019,145.428755242235,166.965446588115,0.0,1.6116218656030128,2.747531156315817,2.0101124497199976,3.4243713537295353,0.0,0.0,21.9,16.2,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2021,151.981393686608,175.158038679173,0.0,3.276319222186487,2.747531156315817,4.096296045529002,3.4243713537295353,0.0,0.0,22.3,16.8,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00215,2022,151.981393686608,175.158038679173,0.0,0.0,2.747531156315817,0.0,3.4243713537295353,0.0,0.0,22.3,15.1,Live,False,Pinus echinata Mill.,PIEC2,Pinus,Pinaceae,species,23,9.6,286.7
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2015,585.39536614398,758.550353871356,0.0,,57.64507339102459,,78.84472018517832,,0.0,38.8,21.1,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2016,48.9226603938518,51.0939054425045,0.0,-536.4727057501282,57.64507339102459,-707.4564484288516,78.84472018517832,0.0,0.0,14.0,19.0,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2017,645.92322076653,844.169265404586,0.0,597.0005603726781,57.64507339102459,793.0753599620815,78.84472018517832,0.0,0.0,40.4,25.5,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2018,661.605859364617,866.469689750307,0.0,15.68263859808701,57.64507339102459,22.300424345721012,78.84472018517832,0.0,0.0,40.8,25.8,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2019,673.513590825134,883.433034824536,0.0,11.90773146051697,57.64507339102459,16.963345074228982,78.84472018517832,0.0,0.0,41.1,26.8,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2021,739.148576052606,977.391650659457,0.0,32.81749261373602,57.64507339102459,46.97930791746052,78.84472018517832,0.0,0.0,42.7,27.9,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00217,2022,764.693309616876,1014.15998572,0.0,25.544733564270018,57.64507339102459,36.768335060542995,78.84472018517832,0.0,0.0,43.3,25.4,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,11.9,298.8
TALL,TALL_047,NEON.PLA.D08.TALL.00218,2015,30.1595110740406,33.3917619475957,0.0,,-4.256758475803125,,-4.7146726309531175,,0.0,10.7,6.4,Live,False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,10.7,270.0
TALL,TALL_047,NEON.PLA.D08.TALL.00218,2016,30.8643817267358,34.1498667974864,0.0,0.7048706526951989,-4.256758475803125,0.7581048498907066,-4.7146726309531175,0.0,0.0,10.8,7.0,Live,False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,10.7,270.0
TALL,TALL_047,NEON.PLA.D08.TALL.00218,2017,30.8643817267358,34.1498667974864,0.0,0.0,-4.256758475803125,0.0,-4.7146726309531175,0.0,0.0,10.8,10.2,Live,False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,10.7,270.0
TALL,TALL_047,NEON.PLA.D08.TALL.00218,2018,33.0376617710938,36.4842488796149,0.0,2.173280044358002,-4.256758475803125,2.3343820821284993,-4.7146726309531175,0.0,0.0,11.1,10.4,Live,False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,10.7,270.0
TALL,TALL_047,NEON.PLA.D08.TALL.00218,2019,31.5790014005407,34.9179575292093,0.0,-1.4586603705531012,-4.256758475803125,-1.5662913504055993,-4.7146726309531175,0.0,0.0,10.9,8.8,"Live, physically damaged",False,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,10.7,270.0
TALL,TALL_047,NEON.PLA.D08.TALL.00218,2021,0.0,0.0,0.0,-15.78950070027035,-4.256758475803125,-17.45897876460465,-4.7146726309531175,0.0,0.0,10.6,5.9,Standing dead,True,Oxydendrum arboreum (L.) DC.,OXAR,Oxydendrum,Ericaceae,species,23,10.7,270.0
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2015,634.306474826449,827.680713876698,0.0,,19.07252563254985,,27.30507607019234,,0.0,40.1,17.5,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2016,665.561197323622,872.101408988218,0.0,31.25472249717302,19.07252563254985,44.420695111520104,27.30507607019234,0.0,0.0,40.9,21.4,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2017,685.546696296847,900.601479914401,0.0,19.98549897322505,19.07252563254985,28.500070926182957,27.30507607019234,0.0,0.0,41.4,18.5,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2018,701.786549411999,923.813454849152,0.0,16.23985311515196,19.07252563254985,23.21197493475097,27.30507607019234,0.0,0.0,41.8,24.3,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2019,722.402220462933,953.34706914613,0.0,20.615671050933997,19.07252563254985,29.533614296978044,27.30507607019234,0.0,0.0,42.3,24.7,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2021,773.322067630252,1026.60428353979,0.0,25.45992358365953,19.07252563254985,36.62860719682999,27.30507607019234,0.0,0.0,43.5,24.5,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00219,2022,760.400312729854,1007.97320978038,0.0,-12.921754900398014,19.07252563254985,-18.631073759410015,27.30507607019234,0.0,0.0,43.2,26.1,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,4.3,300.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2015,42.8175178958638,0.0,0.0,,2.9391590415648157,,0.0,,0.0,10.7,13.5,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2016,44.7918579876139,0.0,0.0,1.9743400917501006,2.9391590415648157,0.0,0.0,0.0,0.0,10.9,13.5,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2017,45.7987442694099,0.0,0.0,1.0068862817959996,2.9391590415648157,0.0,0.0,0.0,0.0,11.0,10.6,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2018,48.8988947973132,0.0,0.0,3.1001505279032955,2.9391590415648157,0.0,0.0,0.0,0.0,11.3,12.2,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2019,51.0324218606327,0.0,0.0,2.133527063319505,2.9391590415648157,0.0,0.0,0.0,0.0,11.5,11.9,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2021,60.1094173824626,0.0,0.0,4.53849776091495,2.9391590415648157,0.0,0.0,0.0,0.0,12.3,12.7,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00221,2022,62.5163839741516,0.0,0.0,2.406966591688999,2.9391590415648157,0.0,0.0,0.0,0.0,12.5,11.9,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,5.2,89.4
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2015,44.7918579876139,0.0,0.0,,2.5152869635745536,,0.0,,0.0,10.9,10.6,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2016,48.8988947973132,0.0,0.0,4.107036809699295,2.5152869635745536,0.0,0.0,0.0,0.0,11.3,10.7,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2017,46.8188445250131,0.0,0.0,-2.080050272300099,2.5152869635745536,0.0,0.0,0.0,0.0,11.1,11.2,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2018,49.958948076216,0.0,0.0,3.1401035512028983,2.5152869635745536,0.0,0.0,0.0,0.0,11.4,11.5,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2019,52.1193671403053,0.0,0.0,2.1604190640893037,2.5152869635745536,0.0,0.0,0.0,0.0,11.6,12.7,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2021,60.1094173824626,0.0,0.0,3.995025121078651,2.5152869635745536,0.0,0.0,0.0,0.0,12.3,12.5,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_047,NEON.PLA.D08.TALL.00223,2022,62.5163839741516,0.0,0.0,2.406966591688999,2.5152869635745536,0.0,0.0,0.0,0.0,12.5,13.1,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,21,1.9,55.2
TALL,TALL_009,NEON.PLA.D08.TALL.00224,2015,215.936106404519,208.058697737748,0.0,,0.0,,0.0,,0.0,20.8,15.5,Live,False,Quercus nigra L.,QUNI,Quercus,Fagaceae,species,41,5.1,181.0
TALL,TALL_009,NEON.PLA.D08.TALL.00224,2023,215.936106404519,208.058697737748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,14.5,Live,False,Quercus nigra L.,QUNI,Quercus,Fagaceae,species,41,5.1,181.0
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2015,844.417788359734,1129.58644335201,0.0,,19.98636518036969,,29.24210148865433,,0.0,45.1,23.0,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2016,844.417788359734,1129.58644335201,0.0,0.0,19.98636518036969,0.0,29.24210148865433,0.0,0.0,45.1,25.2,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2017,872.032893897559,1169.79423568883,0.0,27.615105537825002,19.98636518036969,40.20779233681992,29.24210148865433,0.0,0.0,45.7,26.2,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2018,886.037200116638,1190.22715662432,0.0,14.004306219079012,19.98636518036969,20.432920935490074,29.24210148865433,0.0,0.0,46.0,26.2,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2019,890.734543372811,1197.08710481795,0.0,4.697343256172985,19.98636518036969,6.859948193629862,29.24210148865433,0.0,0.0,46.1,26.6,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2021,977.804098516044,1324.79655394565,0.0,43.53477757161647,19.98636518036969,63.85472456385003,29.24210148865433,0.0,0.0,47.9,26.8,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00225,2022,962.959630479003,1302.950911038,0.0,-14.844468037040997,19.98636518036969,-21.845642907650017,29.24210148865433,0.0,0.0,47.6,27.0,"Live, physically damaged",False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,17.2,281.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2015,102.251897773976,0.0,0.0,,3.166491349337278,,0.0,,0.0,15.3,16.4,"Live, disease damaged",False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2016,124.704637475395,0.0,0.0,22.452739701419006,3.166491349337278,0.0,0.0,0.0,0.0,16.6,11.0,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2017,105.536069580076,0.0,0.0,-19.168567895319,3.166491349337278,0.0,0.0,0.0,0.0,15.5,14.1,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2018,110.57745172635,0.0,0.0,5.041382146274003,3.166491349337278,0.0,0.0,0.0,0.0,15.8,15.0,"Live, physically damaged",False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2019,115.758007736129,0.0,0.0,5.180556009778996,3.166491349337278,0.0,0.0,0.0,0.0,16.1,14.5,"Live, physically damaged",False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2021,130.26187124802,0.0,0.0,7.251931755945492,3.166491349337278,0.0,0.0,0.0,0.0,16.9,15.8,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00226,2022,128.393592234816,0.0,0.0,-1.8682790132039884,3.166491349337278,0.0,0.0,0.0,0.0,16.8,17.4,Live,False,Carya glabra (Mill.) Sweet,CAGL8,Carya,Juglandaceae,species,23,19.1,282.7
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2015,216.748316885085,257.62784771894,0.0,,1.6600296663423997,,2.1517307659183738,,0.0,25.8,19.0,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2016,225.021868153895,268.333948312325,0.0,8.273551268810024,1.6600296663423997,10.706100593384974,2.1517307659183738,0.0,0.0,26.2,20.1,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2017,235.621644065395,282.100143261579,0.0,10.59977591149999,1.6600296663423997,13.766194949253986,2.1517307659183738,0.0,0.0,26.7,19.7,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2018,229.227286389529,273.789031795428,0.0,-6.39435767586599,1.6600296663423997,-8.311111466150976,2.1517307659183738,0.0,0.0,26.4,19.6,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2019,231.347222662151,276.542228894647,0.0,2.119936272621999,1.6600296663423997,2.753197099218994,2.1517307659183738,0.0,0.0,26.5,23.7,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2021,231.347222662151,276.542228894647,0.0,0.0,1.6600296663423997,0.0,2.1517307659183738,0.0,0.0,26.5,21.8,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_047,NEON.PLA.D08.TALL.00227,2022,233.478668930991,279.312585438455,0.0,2.131446268839994,1.6600296663423997,2.7703565438080204,2.1517307659183738,0.0,0.0,26.6,22.7,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.5,287.5
TALL,TALL_009,NEON.PLA.D08.TALL.00228,2015,123.820452833081,140.183805953928,0.0,,0.0,,0.0,,0.0,20.5,16.8,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,41,9.0,165.0
TALL,TALL_009,NEON.PLA.D08.TALL.00228,2023,123.820452833081,140.183805953928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,18.8,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,41,9.0,165.0
TALL,TALL_047,NEON.PLA.D08.TALL.00229,2015,400.517993417431,502.149682033397,0.0,,17.14708533407477,,23.649731752137928,,0.0,33.2,21.7,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.6,299.3
TALL,TALL_047,NEON.PLA.D08.TALL.00229,2016,415.364099668329,522.412772108197,0.0,14.846106250898004,17.14708533407477,20.263090074800004,23.649731752137928,0.0,0.0,33.7,19.5,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.6,299.3
TALL,TALL_047,NEON.PLA.D08.TALL.00229,2017,439.783191155454,555.878002974876,0.0,24.419091487125,17.14708533407477,33.46523086667901,23.649731752137928,0.0,0.0,34.5,24.5,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.6,299.3
TALL,TALL_047,NEON.PLA.D08.TALL.00229,2018,455.464143640821,577.453918687531,0.0,15.680952485367015,17.14708533407477,21.575915712654933,23.649731752137928,0.0,0.0,35.0,26.0,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.6,299.3
TALL,TALL_047,NEON.PLA.D08.TALL.00229,2019,477.963520256467,608.523966514327,0.0,22.499376615645986,17.14708533407477,31.070047826795985,23.649731752137928,0.0,0.0,35.7,25.1,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.6,299.3
TALL,TALL_047,NEON.PLA.D08.TALL.00229,2021,514.618939362039,659.413001265883,0.0,18.32770955278599,17.14708533407477,25.444517375778048,23.649731752137928,0.0,0.0,36.8,24.6,Live,False,Pinus taeda L.,PITA,Pinus,Pinaceae,species,23,20.6,299.3
